item_name,item_id
Lavender Harvest,9000620
Lavender Harvest,9000619
Lavender Harvest,9000618
Iris Harvest,9000617
Iris Harvest,9000616
Iris Harvest,9000615
Cactus Harvest,9000614
Cactus Harvest,9000613
Cactus Harvest,9000612
Cornflower Harvest,9000611
Cornflower Harvest,9000610
Cornflower Harvest,9000609
Lotus Harvest,9000608
Lotus Harvest,9000607
Lotus Harvest,9000606
Lily Harvest,9000605
Lily Harvest,9000604
Lily Harvest,9000603
Cotton Harvest,9000602
Cotton Harvest,9000601
Cotton Harvest,9000600
Rose Harvest,9000599
Rose Harvest,9000598
Rose Harvest,9000597
Narcissus Harvest,9000596
Narcissus Harvest,9000595
Narcissus Harvest,9000594
Azalea Harvest,9000593
Azalea Harvest,9000592
Azalea Harvest,9000591
Clover Harvest,9000590
Clover Harvest,9000589
Clover Harvest,9000588
Cultivated Ginseng Harvest,9000587
Cultivated Ginseng Harvest,9000586
Cultivated Ginseng Harvest,9000585
Aloe Harvest,9000584
Aloe Harvest,9000583
Aloe Harvest,9000582
Thistle Harvest,9000581
Thistle Harvest,9000580
Thistle Harvest,9000579
Mushroom Harvest,9000578
Mushroom Harvest,9000577
Mushroom Harvest,9000576
Saffron Harvest,9000575
Saffron Harvest,9000574
Saffron Harvest,9000573
Poppy Harvest,9000572
Poppy Harvest,9000571
Poppy Harvest,9000570
Turmeric Harvest,9000569
Turmeric Harvest,9000568
Turmeric Harvest,9000567
Dawnsdrop Pitchfork,9000566
Hugh Mungus Cow,9000565
Hugh Mungus Corn,9000564
Aria's Armor Autograph,9000563
Blue Dragon Energy Teleport Scroll: 30 Day,9000562
Winter Maiden Teleport Scroll: 30 Day,9000561
Cow-Splash Teleport Scroll: 30 Day,9000560
Meow-paw Teleport Scroll: 30 Day,9000559
Glaring Eyes Teleport Scroll: 30 Day,9000558
Flaming Teleport Scroll: 30 Day,9000557
Cherry Blossom Teleport Scroll: 30 Day,9000556
Blue Dragon Energy Teleport Scroll: 1 Day,9000555
Winter Maiden Teleport Scroll: 1 Day,9000554
Cow-Splash Teleport Scroll: 1 Day,9000553
Meow-paw Teleport Scroll: 1 Day,9000552
Glaring Eyes Teleport Scroll: 1 Day,9000551
Flaming Teleport Scroll: 1 Day,9000550
Cherry Blossom Teleport Scroll: 1 Day,9000549
Star-Clad Club,9000548
Dawnsdrop Costume,9000547
Dawnsdrop Costume,9000546
Sparkling Customization Crate,9000545
Holidays Stocking Bundle,9000544
Eggyweggy Otherwordly Chest,9000543
Eggyweggy Scarecrow Farm,9000542
Winter Daru Calendar (Day 25),9000541
Winter Daru Calendar (Day 24),9000540
Winter Daru Calendar (Day 23),9000539
Winter Daru Calendar (Day 22),9000538
Winter Daru Calendar (Day 21),9000537
Winter Daru Calendar (Day 20),9000536
Winter Daru Calendar (Day 19),9000535
Winter Daru Calendar (Day 18),9000534
Winter Daru Calendar (Day 17),9000533
Winter Daru Calendar (Day 16),9000532
Winter Daru Calendar (Day 15),9000531
Winter Daru Calendar (Day 14),9000530
Winter Daru Calendar (Day 13),9000529
Winter Daru Calendar (Day 12),9000528
Winter Daru Calendar (Day 11),9000527
Winter Daru Calendar (Day 10),9000526
Winter Daru Calendar (Day 9),9000525
Winter Daru Calendar (Day 8),9000524
Winter Daru Calendar (Day 7),9000523
Winter Daru Calendar (Day 6),9000522
Winter Daru Calendar (Day 5),9000521
Winter Daru Calendar (Day 4),9000520
Winter Daru Calendar (Day 3),9000519
Winter Daru Calendar (Day 2),9000518
Winter Daru Calendar (Day 1),9000517
Hugh Mungus Water Bucket,9000516
Singing Flower,9000515
Massive Corn,9000514
Dawnsdrop Watering Can,9000513
Infernal Anima,9000512
Elemental Heart,9000511
Dawnsdrop Pickaxe,9000510
Hugh Mungus Water Bucket,9000509
Singing Flower,9000506
Massive Corn,9000505
Emerald Customization Crate,9000504
Image Item: Hasla Emerald Axe,9000503
Image Item: Hasla Emerald Greataxe,9000502
Image Item: Hasla Emerald Club,9000501
Image Item: Hasla Emerald Greatclub,9000500
Image Item: Hasla Emerald Scepter,9000499
Image Item: Hasla Emerald Staff,9000498
Image Item: Hasla Emerald Shortspear,9000497
Image Item: Hasla Emerald Longspear,9000496
Image Item: Hasla Emerald Sword,9000495
Image Item: Hasla Emerald Greatsword,9000494
Image Item: Hasla Emerald Katana,9000493
Image Item: Hasla Emerald Nodachi,9000492
Image Item: Hasla Emerald Bow,9000491
Image Item: Hasla Emerald Shield,9000490
Image Item: Hasla Emerald Dagger,9000489
Edge of Agony,9000488
Pinnacled Witch House Upgrade Ticket,9000487
Ghost Ship Treasures,9000486
Toy Lantern,9000485
Might be a Witch Token,9000484
Mischievous Token,9000483
Newcomer Buff (15d),9000482
Newcomer Buff (30d),9000481
Hallowtide Candies,9000480
Candy Basket,9000479
Rampage Upgrade Ticket,9000478
Ipnysh Lunastone Blessing,9000477
Infused Emerald,9000476
Hasla Emerald Axe,9000475
Hasla Emerald Greataxe,9000474
Hasla Emerald Club,9000473
Hasla Emerald Greatclub,9000472
Hasla Emerald Scepter,9000471
Hasla Emerald Staff,9000470
Hasla Emerald Shortspear,9000469
Hasla Emerald Longspear,9000468
Hasla Emerald Sword,9000467
Hasla Emerald Greatsword,9000466
Hasla Emerald Katana,9000465
Hasla Emerald Nodachi,9000464
Hasla Emerald Bow,9000463
Hasla Emerald Shield,9000462
Hasla Emerald Dagger,9000461
Anniversary Box,9000460
Assorted Pigglewiggle,9000459
Mirage Isle Portal,9000458
Bugira's Token Exchange Machine,9000457
Pictorial Puzzle Machine Scoreboard,9000456
Pictorial Puzzle Machine x 10,9000455
Melon Customization Crate,9000454
Tangerine Customization Crate,9000453
Seaside Customization Crate,9000452
Veroe Customization Crate,9000451
Duskgleam Customization Crate,9000450
Hellforged Priest's Sash,9000449
Hellforged Priest's Sleeves,9000448
Hellforged Priest's Shoes,9000447
Hellforged Priest's Gloves,9000446
Hellforged Priest's Pants,9000445
Hellforged Priest's Shirt,9000444
Hellforged Priest's Hood,9000443
Hellforged Sash,9000442
Hellforged Sleeves,9000441
Hellforged Shoes,9000440
Hellforged Gloves,9000439
Hellforged Pants,9000438
Hellforged Shirt,9000437
Hellforged Hood,9000436
Hellforged Ranger's Belt,9000435
Hellforged Ranger's Guards,9000434
Hellforged Ranger's Boots,9000433
Hellforged Ranger's Fists,9000432
Hellforged Ranger's Breeches,9000431
Hellforged Ranger's Jerkin,9000430
Hellforged Ranger's Cap,9000429
Hellforged Warrior's Belt,9000428
Hellforged Warrior's Guards,9000427
Hellforged Warrior's Boots,9000426
Hellforged Warrior's Fists,9000425
Hellforged Warrior's Breeches,9000424
Hellforged Warrior's Jerkin,9000423
Hellforged Warrior's Cap,9000422
Hellforged Vambraces,9000421
Hellforged Tassets,9000420
Hellforged Sabatons,9000419
Hellforged Gauntlets,9000418
Hellforged Greaves,9000417
Hellforged Cuirass,9000416
Hellforged Helm,9000415
Fish Food Supply Pack,9000414
Pure Ice Pack,9000413
Fish Fillet,9000412
You Almost Caught,9000411
But You Have... Token,9000410
Sailor Token,9000409
Captain Token,9000408
Admiral Token,9000407
Fleet Admiral Token,9000406
Gallant Redscale Pangolin,9000405
Gallant Silverscale Pangolin,9000404
Gallant Blackscale Pangolin,9000403
Gallant Hooftiger Boar,9000402
Gallant Snowrend Boar,9000401
Gallant Nightslaver Boar,9000400
Gallant Hellfire Steed,9000399
Gallant Ser Meatball,9000398
Gallant Wing Flapping Moomoo,9000397
Gallant Bouncy Cow,9000396
Gallant Brave Bison,9000395
Gallant Redscale Anima,9000394
Gallant Silverscale Anima,9000393
Gallant Blackscale Anima,9000392
Gallant Hooftiger Anima,9000391
Gallant Snowrend Anima,9000390
Gallant Nightslaver Anima,9000389
Gallant Hellfire Anima,9000388
Gallant Ser Meatball Anima,9000387
Gallant Moomoo Anima,9000386
Gallant Bouncy Cow Anima,9000385
Gallant Brave Bison Anima,9000384
Wing Flapping Moomoo,9000383
Glider Image: Rose Wings,9000382
Friendmaker Token,9000381
Content Creator Token,9000380
Perfect Destroyer Lunafrost (Offhand),9000379
Perfect Destroyer Lunafrost (Bow),9000378
Perfect Destroyer Lunafrost (2H),9000377
Perfect Destroyer Lunafrost (1H),9000376
Ser Meatball,9000375
Bronze Hero Statue (Furniture),9000374
Silver Hero Statue (Furniture),9000373
Gold Hero Statue (Furniture),9000372
Ayanad Large Jewelry Mana Seal,9000371
Delphinad Large Jewelry Mana Seal,9000370
Epherium Large Jewelry Mana Seal,9000369
Ayanad Small Jewelry Mana Seal,9000368
Delphinad Small Jewelry Mana Seal,9000367
Epherium Small Jewelry Mana Seal,9000366
DaruKart Entry Ticket,9000365
Fish Fillet,9000364
Pure Ice Pack,9000363
Fish Food Supplies,9000362
Rice Thief Token,9000361
Ultimate Fishing Rod Design,9000360
Duskgleam Scepter: Club,9000359
Duskgleam Club: Scepter,9000358
Dairy Farmer: Denim,9000357
30-Day Crystal Wings,9000356
Hellfire Steed,9000355
Bouncy Cow (Vanity),9000354
30-Day Bouncy Cow,9000353
Raised Mushroom House Upgrade Ticket,9000352
Forest Mushroom House Upgrade Ticket,9000351
Awakened Summoning Stone,9000350
Hardened Wisp,9000349
Shimmering Essence,9000348
Stone Spirit Anima,9000347
Kirin Relic,9000346
Reedwind Map,9000345
Bloody Sack,9000344
Mysterious Manuscript,9000343
BloodCrimson Heartmender,9000342
Berserker's Horn,9000341
Berserker's Plate,9000340
Berserker's Claw,9000339
Berserker's Peace,9000338
Berserker's Fangs,9000337
Rice Warrior Token,9000336
Luxury Liner Design,9000335
Luxury Liner Materials,9000334
Sea-faring Owl,9000333
Human Cannon,9000332
Music Box,9000331
Sanddeep Liner Propellant,9000330
Human Cannon (DEPRECATED),9000329
Music Box (DEPRECATED),9000328
Sanddeep Liner Propellant (DEPRECATED),9000327
Brave Bison,9000326
Mysterious Manuscript,9000325
Spellbook: Authority,9000324
Spellbook: Bulwark,9000323
Pigglewiggle's Stew,9000322
Pigglewiggle's Grand Feast,9000321
Monarch of the Sea,9000320
Large Otherworld Storage Chest,9000319
Abyssal Librarian Token,9000318
Hiram Armor Box,9000317
Hiram Weapon Box,9000316
Magical Rabbit Egg,9000315
White Bunny Pet,9000314
Dye,9000313
Dye,9000312
Dye,9000311
Dye,9000310
Dye,9000309
Dye,9000308
Dye,9000307
Dye,9000306
Dye,9000305
Dye,9000304
Dye,9000303
Dye,9000302
Dye,9000301
Dye,9000300
Dye,9000299
Dye,9000298
Dye,9000297
Dye,9000296
Dye,9000295
Dye,9000294
Dye,9000293
Dye,9000292
Dye,9000291
Dye,9000290
Dye,9000289
Dye,9000288
Dye,9000287
Dye,9000286
Dye,9000285
Dye,9000284
Dye,9000283
Dye,9000282
Dye,9000281
Dye,9000280
Dye,9000279
Dye,9000278
Dye,9000277
Dye,9000276
Dye,9000275
Dye,9000274
Dye,9000273
Dye,9000272
Dye,9000271
Dye,9000270
Dye,9000269
Dye,9000268
Dye,9000267
Dye,9000266
Dye,9000265
Dye,9000264
Dye,9000263
Dye,9000262
Dye,9000261
Dye,9000260
Dye,9000259
Dye,9000258
Dye,9000257
Dye,9000256
Dye,9000255
Dye,9000254
Dye,9000253
Dye,9000252
Dye,9000251
Dye,9000250
Dye,9000249
Dye,9000248
Dye,9000247
Dye,9000246
Dye,9000245
Dye,9000244
Dye,9000243
Dye,9000242
Dye,9000241
Dye,9000240
Dye,9000239
Dye,9000238
Dye,9000237
Dye,9000236
Dye,9000235
Dye,9000234
Dye,9000233
Dye,9000232
Dye,9000231
Dye,9000230
Dye,9000229
Dye,9000228
Dye,9000227
Dye,9000226
Dye,9000225
Dye,9000224
Dye,9000223
Dye,9000222
Dye,9000221
Dye,9000220
Dye,9000219
Dye,9000218
Dye,9000217
Dye,9000216
Dye,9000215
Dye,9000214
Dye,9000213
Dye,9000212
Dye,9000211
Dye,9000210
Dye,9000209
Dye,9000208
Dye,9000207
Dye,9000206
Dye,9000205
Dye,9000204
Dye,9000203
Dye,9000202
Dye,9000201
Dye,9000200
Dye,9000199
Dye,9000198
Dye,9000197
Dye,9000196
Dye,9000195
Dye,9000194
Dye,9000193
Dye,9000192
Dye,9000191
Dye,9000190
Dye,9000189
Dye,9000188
Dye,9000187
Dye,9000186
Dye,9000185
Dye,9000184
Dye,9000183
Dye,9000182
Dye,9000181
Dye,9000180
Dye,9000179
Dye,9000178
Dye,9000177
Dye,9000176
Dye,9000175
Dye,9000174
Dye,9000173
Dye,9000172
Dye,9000171
Dye,9000170
Dye,9000169
Beginner's Costume: Healing,9000168
Beginner's Costume: Magic,9000167
Beginner's Costume: Ranged,9000166
Beginner's Costume: Melee,9000165
Anima Extraction Contraption,9000164
Schematic Scrap,9000163
Gambling Addict Token,9000162
Anima Infused Taurus Horn,9000161
Crest Tradepack Ticket,9000160
Crest Typhoon Trade Pack Storage,9000159
Crest Seastorm Trade Pack Storage,9000158
Crest Mistral Trade Pack Storage,9000157
Crest Seabreeze Trade Pack Storage,9000156
Crest Zephyr Trade Pack Storage,9000155
Pigwiggle Pet,9000154
High Quality Rice Bundle,9000153
Hasla Quality Rice,9000152
Puffer Engine,9000151
Cannon Mount,9000150
Armored Frame,9000149
Torr's Pufferfish Design,9000148
Giant Cannon,9000147
Scroll: Torr's Pufferfish Ship,9000146
Scroll: Luxury Liner,9000145
Valentine Image Item: Weapon,9000144
Candy Cane (Club),9000143
Candy Cane (Scepter),9000142
Lollipop (Club),9000141
Lollipop (Scepter),9000140
Starpop (Club),9000139
Starpop (Scepter),9000138
Scroll: Blue Hello Kitty Roadster,9000137
Hellkissed Evenstone,9000136
Hellkissed Mana Wisp,9000135
Spellbook: Authority of Wisdom,9000134
Spellbook: Authority of Power,9000133
Spellbook: Authority of Toughness,9000132
Spellbook: Authority of Focus,9000131
Spellbook: Authority of Resilience,9000130
Spellbook: Bulwark of Wisdom,9000129
Spellbook: Bulwark of Power,9000128
Spellbook: Bulwark of Toughness,9000127
Spellbook: Bulwark of Focus,9000126
Spellbook: Bulwark of Resilience,9000125
Pigglewiggle's Stew,9000124
Pigglewiggle's Grand Feast,9000123
Monarch of the Sea,9000122
Ayanad Plate Medium Small Seal,9000121
Ayanad Plate Medium Mana Seal,9000120
Ayanad Plate Pants Mana Seal,9000119
Ayanad Plate Chest Mana Seal,9000118
Ayanad Leather Small Mana Seal,9000117
Ayanad Leather Medium Mana Seal,9000116
Ayanad Leather Pants Mana Seal,9000115
Ayanad Leather Chest Mana Seal,9000114
Ayanad Cloth Small Mana Seal,9000113
Ayanad Cloth Medium Mana Seal,9000112
Ayanad Cloth Pants Mana Seal,9000111
Ayanad Cloth Chest Mana Seal,9000110
Ayanad Musical Mana Seal,9000109
Ayanad Wooden Mana Seal,9000108
Ayanad Two-Hander Metal Mana Seal,9000107
Ayanad One-Hander Metal Mana Seal,9000106
Delphinad Plate Small Mana Seal,9000105
Delphinad Plate Medium Mana Seal,9000104
Delphinad Plate Pants Mana Seal,9000103
Delphinad Plate Chest Mana Seal,9000102
Delphinad Leather Small Mana Seal,9000101
Delphinad Leather Medium Mana Seal,9000100
Delphinad Leather Pants Mana Seal,9000099
Delphinad Leather Chest Mana Seal,9000098
Delphinad Cloth Small Mana Seal,9000097
Delphinad Cloth Medium Mana Seal,9000096
Delphinad Cloth Pants Mana Seal,9000095
Delphinad Cloth Chest Mana Seal,9000094
Delphinad Musical Mana Seal,9000093
Delphinad Wooden Mana Seal,9000092
Delphinad Two-Hander Metal Mana Seal,9000091
Delphinad One-Hander Metal Mana Seal,9000090
Epherium Plate Small Mana Seal,9000089
Epherium Plate Medium Mana Seal,9000088
Epherium Plate Pants Mana Seal,9000087
Epherium Plate Chest Mana Seal,9000086
Epherium Leather Small Mana Seal,9000085
Epherium Leather Medium Mana Seal,9000084
Epherium Leather Pants Mana Seal,9000083
Epherium Leather Chest Mana Seal,9000082
Epherium Cloth Small Mana Seal,9000081
Epherium Cloth Medium Mana Seal,9000080
Epherium Cloth Pants Mana Seal,9000079
Epherium Cloth Chest Mana Seal,9000078
Epherium Musical Mana Seal,9000077
Epherium Wooden Mana Seal,9000076
Epherium Two-Hander Metal Mana Seal,9000075
Epherium One-Hander Metal Mana Seal,9000074
Moby Drake Upgrade Ticket,9000073
90-Day Any-Post Parrot,9000072
Sharp Candy Cane,9000071
Daru Christmas Gift,9000070
Darukissed Flute,9000069
Daru Lunascale - Resilience (Pants),9000068
Daru Lunascale - Toughness (Pants),9000067
Catch Up Items Kit,9000066
Soulforged Cloth Set,9000065
Soulforged Leather Set,9000064
Soulforged Plate Set,9000063
Celestial Hellkissed Weapon Crate,9000062
30 Day Mirage Snowlion,9000061
Scroll: 30 Day Farm Freighter,9000060
Scroll: 30 Day Merchant Schooner,9000059
Scroll: 30 Day Fish-Find Longliner,9000058
Hellkissed Sword,9000057
Hellkissed Staff,9000056
Hellkissed Shield,9000055
Hellkissed Scepter,9000054
Hellkissed Nodachi,9000053
Hellkissed Katana,9000052
Hellkissed Guitar,9000051
Hellkissed Greatsword,9000050
Hellkissed Greatclub,9000049
Hellkissed Dagger,9000048
Hellkissed Club,9000047
Hellkissed Bow,9000046
Glider Customization: Nightfire Glider,9000045
Inferno Engine,9000044
Tribal Tabard,9000043
Hello Kitty Costume,9000042
Goddess`s Weapon Chest,9000041
Daru Wedding Favor,9000040
전투 비법서 : 단련,9000039
전투 비법서 : 화염,9000038
전투 비법서 : 각성,9000037
전투 비법서 : 신속,9000036
Daru Thanksgiving Gift,9000035
Typhoon Ridge,9000034
Seaweed Reins,9000033
Compensation (Server issues),9000032
Feathered Core,9000031
Rollback Accelerator,9000030
Universal Glider Design,9000029
Mysterious Glittery Charcoal Milk,9000028
Glittery Charcoal Milk,9000027
Land Rush Compensation Box (Affected),9000026
Land Rush Compensation Box (Global),9000025
Daru Subscription Box,9000024
Ayanad Launch Bundle,9000023
Delphinad Launch Bundle,9000022
Epherium Launch Bundle,9000021
Daru Trinket,9000020
Glider Customization: Glass Phoenix,9000019
Daru's Favorite Token,9000018
One Last Ride Token,9000017
Archer Gear Kit (OBT),9000016
Healer Gear Kit (OBT),9000015
Mage Gear Kit (OBT),9000014
Melee Tank Gear Kit (OBT),9000013
Melee DPS Gear Kit (OBT),9000012
Anywhere Warehouse (30 days),9000011
Any-Post Owl (30 days),9000010
Daru Blessing (30d),9000009
Capes Kit,9000008
Instruments Kit,9000007
Carebear Pack Kit,9000006
Plate Armor Kit,9000005
Cloth Armor Kit,9000004
Leather Set Kit,9000003
Epherium Accesories Kit,9000002
Obsidian Weapon Kit,9000001
^Wrapped Hellhound|Cerbère emballé|Verpackter Höllenhund^,8002198
^Wrapped Typhoon Drake|Drake du typhon emballé|Verpackter Taifundrache^,8002197
^Dark Shaman's Crate 2017|Caisse de Chamane sombre 2017|Kiste des Dunkelschamanen 2017^,8002196
^Geared Gaslamp Crate 2017|Caisse de lampe à huile 2017|Kiste der Zahnradgaslampe 2017^,8002195
^Battlescarred Chest 2017|Coffre marqué par la bataille 2017|Kampferprobte Truhe 2017^,8002194
^Golden Dawn Chest 2017|Coffre d'Aube vermeille 2017|Truhe des Goldenen Morgens 2017^,8002193
